CD_GEOCODM,LONG,LAT,ALT
3157906,-42.25253578,-20.377925426,805
3158003,-43.110149844,-19.459010774,527.08
3158102,-40.146933014,-16.247572679,217.81
3158201,-42.41780245,-18.192252202,485.68
3158300,-45.507121048,-21.24896218,823.71
3158409,-42.554604949,-21.284028078,268.8
3158508,-44.038102508,-19.006885996,595.45
3158607,-43.17231783,-21.949692044,415.6
3158706,-44.11087343,-21.601831857,1044.5
3158805,-45.128048569,-20.90167749,815.8
3158904,-41.923497464,-20.108546165,504.37
3158953,-42.552582949,-19.369098523,268.31
3159001,-43.711459303,-19.170091868,767.38
3159100,-43.705998278,-20.789734851,766.36
3159209,-46.338625781,-22.02643548,1122.53
3159308,-44.100441854,-22.148461122,551.2
3159357,-42.131780836,-19.87521017,645.64
3159407,-43.916760518,-21.56123007,1089.85
3159506,-41.37927821,-19.359813014,305.1
3159605,-45.703988192,-22.253329826,827.37
3159704,-45.970664427,-19.53262113,1006.46
3159803,-50.123465111,-18.843947982,493.13
3159902,-44.918674935,-20.946248565,1008.33
3160009,-42.811637246,-21.75582817,650.89
3160108,-42.613898797,-20.312500277,429.7
3160207,-43.303779409,-18.468971645,765.15
3160306,-40.175337325,-16.5376834,401.32
3160405,-45.293935919,-20.087219248,943.05
3160454,-42.624376515,-15.342633537,839.74
3160504,-43.253057182,-19.225679803,509.07
3160603,-44.22169822,-18.28781019,530.67
3160702,-43.553752165,-21.457531994,863.28
3160801,-45.075360626,-21.579048016,969.67
3160900,-43.952674647,-20.626504068,955.34
3160959,-42.009507996,-19.529446067,745.87
3161007,-42.9603634,-19.8710279,580.5
3161056,-41.49035282,-18.586105594,535.02
3161106,-44.861312742,-15.952563805,473.74
3161205,-44.982630619,-20.713531799,926.75
3161304,-49.765566317,-19.86511435,431
3161403,-42.268220532,-20.792301418,720.83
3161502,-42.837664133,-20.920847527,398.56
3161601,-42.289135,-18.844031341,290.81
3161650,-41.363628236,-18.918808516,204.92
3161700,-45.83424615,-18.341112928,777.32
3161809,-44.85718898,-19.985684731,755.61
3161908,-43.348040019,-19.831800701,709.6
3162005,-45.594637794,-21.891905142,860.91
3162104,-46.05314404,-19.312700191,1060.39
3162203,-46.503461469,-20.639036845,693.36
3162252,-44.349088562,-16.852055156,823.28
3162302,-45.926529807,-21.934852824,895.84
3162401,-44.008955108,-15.924513065,719.03
3162450,-44.081262289,-14.882533483,481.48
3162500,-44.260972734,-21.135508974,908.32
3162559,-42.15215775,-20.395499865,844.85
3162575,-41.15874844,-18.727837486,266.6
3162609,-42.15645989,-19.33766613,218.89
3162658,-44.529570989,-16.538375144,631.27
3162708,-42.011422442,-15.318438095,778.47
3162807,-42.776048143,-18.545186829,736.84
3162906,-43.01128576,-21.535697063,354.96
3162922,-44.266273016,-20.06346846,768.8
3162948,-46.31932957,-20.722090966,705.52
3162955,-43.959956298,-19.698626821,730.51
3163003,-42.146410524,-18.325117456,271.3
3163102,-44.561059732,-19.704805986,747.6
3163201,-45.530187607,-22.329055248,839.74
3163300,-41.391208784,-18.483263321,324.66
3163409,-42.709860126,-19.927983216,317.67
3163508,-42.666626769,-18.27581075,607.1
3163607,-41.74907281,-20.005998981,390.59
3163706,-45.053373103,-22.117768671,888.7
3163805,-42.720899046,-20.70591759,688.77
3163904,-46.621326889,-21.133458495,1002.14
3164001,-42.52390093,-20.171909824,368.06
3164100,-42.600231939,-18.365505759,518.56
3164209,-45.069135197,-16.368639215,487.58
3164308,-46.368994934,-20.250670811,838.21
3164407,-45.754789208,-22.155005786,830
3164431,-42.638665891,-21.073830338,778.19
3164472,-41.97959889,-19.500107089,764.93
3164506,-42.565745696,-18.091371511,522.16
3164605,-45.00313398,-20.274095195,784.29
3164704,-46.98647182,-20.918065448,980.86
3164803,-43.174734422,-19.28576667,483
3164902,-44.977736053,-22.215056227,886.64
3165008,-44.503992442,-20.900946349,1078.94
3165107,-47.096782971,-20.784994387,971.8
3165206,-44.987008454,-21.72072278,1242.71
3165305,-44.454683503,-21.697471837,998.98
3165404,-45.740925737,-22.75159638,941.85
3165503,-42.366129222,-18.783265346,664.6
3165537,-44.145867361,-20.03453492,787.7
3165552,-42.16643831,-17.597019016,782.82
3165560,-42.84190173,-20.102536369,392.75
3165578,-46.180233593,-22.588721566,1495.63
3165602,-42.944332099,-21.802516957,569.11
3165701,-43.104130393,-20.9180596,770.8
3165800,-46.179472695,-22.166606677,865.7
3165909,-43.222975471,-17.94602467,781.42
3166006,-43.337731994,-20.793899763,726.83
3166105,-43.08175572,-18.898008019,605.24
3166204,-43.586381952,-21.033082964,831.85
3166303,-42.482007265,-20.471555354,701.45
3166402,-44.521445351,-21.911349277,979.35
3166501,-43.174459309,-18.362279724,722.9
3166600,-45.796589574,-19.440562245,728.08
3166709,-40.243168574,-17.785747018,187.14
3166808,-46.69210872,-19.111795763,1189.41
3166907,-46.043144935,-21.546680651,870.48
3166956,-42.874386393,-15.808783782,627.14
3167004,-44.506754164,-21.888781797,957.98
3167103,-43.388631268,-18.604442245,804.37
3167202,-44.23959461,-19.458287418,781.56
3167301,-43.21787846,-21.164637538,501.2
3167400,-45.832447145,-22.027997263,862.62
3167509,-43.314955812,-21.964856789,478.98
3167608,-42.003856748,-20.122029597,578.5
3167707,-42.098653839,-19.235549287,274.69
3167806,-45.041022641,-22.059206405,922.09
3167905,-43.245605264,-21.357577659,518.51
3168002,-42.227915545,-15.811521437,821.67
3168051,-41.61585813,-19.761469584,214.52
3168101,-46.821915362,-19.925579218,1087.1
3168200,-46.018570209,-19.885805606,664
3168309,-43.687142789,-19.673848048,731.49
3168408,-42.007734577,-19.281494872,298.68
3168507,-42.862643804,-20.649066525,662.2
3168606,-41.509635165,-17.8625398,352.99
3168705,-42.64394231,-19.584050358,340.89
3168804,-44.172692381,-21.10704343,915.7
3168903,-45.963551099,-19.00391738,1028.43
3169000,-43.018699508,-21.17554952,360.78
3169059,-46.0964468,-22.371645594,1033.8
3169109,-46.378972656,-22.743394808,1100.65
3169208,-42.014681621,-20.902589225,281.03
3169307,-45.25493687,-21.695965776,879.17
3169356,-45.225735246,-18.205921224,593.91
3169406,-45.51547479,-21.368769921,898.2
3169505,-41.637980479,-18.976607661,136.4
3169604,-48.69373588,-18.59935256,899.62
3169703,-42.730414544,-17.286412094,713.3
3169802,-45.79673579,-21.879389005,839.28
3169901,-42.93678646,-21.118596951,339.65
3170008,-44.787086205,-16.29740452,631.79
3170057,-42.109216327,-19.641362004,508.6
3170107,-47.983624895,-19.713534607,777.45
3170206,-48.277950184,-18.918998609,866.78
3170305,-40.57264502,-17.25360721,222.11
3170404,-46.89995659,-16.359008492,591.57
3170438,-50.330802941,-19.529736644,505.3
3170479,-46.256228873,-16.060025197,553.08
3170503,-42.741228451,-20.350870415,440.6
3170529,-45.737028184,-16.132091016,484.5
3170578,-42.299815482,-19.600720204,279.35
3170602,-46.372456979,-20.326776648,762.57
3170651,-42.309290866,-15.402400615,848.47
3170701,-45.431886144,-21.557080039,906.99
3170750,-46.03350154,-18.383704463,939.69
3170800,-44.730346582,-17.597570177,519.61
3170909,-44.02794814,-15.708871052,745.37
3171006,-46.90196688,-17.99103843,636.2
3171030,-43.606022262,-15.594542347,481.92
3171071,-42.73593024,-17.39396908,796.84
3171105,-48.30371058,-19.66935783,680.16
3171154,-42.268345817,-20.034766088,581.02
3171204,-43.919915186,-19.693030439,679.02
3171303,-42.879477375,-20.752072007,691.61
3171402,-42.245803542,-20.865340693,708.44
3171501,-41.92336046,-18.579588908,205.89
3171600,-42.343281066,-16.802148857,418
3171709,-45.095425162,-22.336972066,938.4
3171808,-42.71480447,-18.825140392,730.44
3171907,-42.310810037,-18.476061704,407.06
3172004,-42.839389391,-21.011989577,339.34
3172103,-42.541284947,-21.770711149,219.92
3172202,-45.356773953,-22.529013039,997.66
3200102,-41.125459717,-20.077040009,360.79
3200136,-40.736638167,-18.987361369,153.65
3200169,-40.97645591,-18.545546491,210.91
3200201,-41.536488318,-20.763265135,258.9
3200300,-40.760049646,-20.63034753,64.79
3200359,-41.018684343,-19.057499605,537.99
3200409,-40.647658942,-20.805613224,5.71
3200508,-41.56337976,-21.156447885,115.38
3200607,-40.276223376,-19.82327774,68.06
3200706,-41.191241909,-20.91589662,73.92
3200805,-41.012067735,-19.514246128,78.9
3200904,-40.8903986,-18.759089053,201.95
3201001,-40.302955643,-18.538715162,135.75
3201100,-41.675810507,-21.12934178,93
3201159,-41.289676528,-20.157034186,750.3
3201209,-41.11191881,-20.850112349,35.66
3201308,-40.390559104,-20.294677796,37.16
3201407,-41.202212703,-20.60206508,108.8
3201506,-40.630317554,-19.536270083,44.14
3201605,-39.727474419,-18.5984623,0
3201704,-41.245348041,-20.365581113,641.55
3201803,-41.679976328,-20.620470651,827.01
3201902,-40.659396354,-20.364238522,519.66
3202009,-41.849577362,-20.6928939,767.51
3202108,-40.830081159,-18.375252379,230.81
3202207,-40.403765444,-19.933447117,0
3202256,-40.457766061,-19.252807444,191.1
3202306,-41.679496292,-20.775337805,596.71
3202405,-40.495021019,-20.665974579,17.63
3202454,-41.50720799,-20.234020346,744.94
3202504,-40.371666178,-19.831879998,38.25
3202553,-41.6594124,-20.538730966,748.59
3202603,-40.811221045,-20.797144753,39.52
3202652,-41.647527861,-20.348597039,749.7
3202702,-40.856598486,-19.802507711,136.9
3202801,-40.83614511,-21.011099627,0.69
3202900,-40.87979108,-19.872348,207
3203007,-41.532888693,-20.348599513,683.11
3203056,-40.086140992,-18.900435909,79.08
3203106,-41.402934574,-20.797697898,130.64
3203130,-40.380880485,-19.752958598,69.68
3203163,-41.055244354,-19.89869345,198.14
3203205,-40.065305798,-19.398105934,29.16
3203304,-41.11773747,-18.861178966,421.33
3203320,-40.830187285,-21.042996275,23.82
3203346,-40.680383432,-20.426708591,560.7
3203353,-40.550951003,-19.412812757,146.27
3203403,-41.364425265,-21.065373508,73.06
3203502,-40.363420879,-18.126856647,191
3203601,-40.517926836,-18.09723637,216.34
3203700,-41.41751378,-20.456545593,633.66
3203809,-41.346213998,-20.953692309,285
3203908,-40.40154787,-18.712906001,71.61
3204005,-40.8560031,-19.22441978,137.01
3204054,-39.954936951,-18.297191503,61.1
3204104,-40.21772808,-18.41332334,124.36
3204203,-40.72798094,-20.837608899,4.36
3204252,-40.53813377,-18.129126085,266.46
3204302,-41.05189563,-21.100148408,56.76
3204351,-40.322478428,-19.277086485,99.83
3204401,-40.936228355,-20.864586149,44.74
3204500,-40.533209612,-20.098890692,63.19
3204559,-40.7416178,-20.028814058,705
3204609,-40.598997721,-19.937714316,705.76
3204658,-40.62187773,-19.14816851,139.39
3204708,-40.5295995,-19.02196475,150.39
3204807,-41.656087849,-21.026130246,308.35
3204906,-39.858200595,-18.718446967,33.2
3204955,-40.643138755,-19.725307204,137.3
3205002,-40.275217036,-20.156769842,49.6
3205010,-40.096490807,-19.191949627,60.92
3205036,-41.00714836,-20.671678198,604
3205069,-41.129053211,-20.331518177,731.46
3205101,-40.495624335,-20.390862511,28.3
3205150,-40.60241141,-18.62080345,181.3
3205176,-40.390589777,-18.993617438,120.38
3205200,-40.293956636,-20.338374104,3.14
3205309,-40.322208726,-20.320153792,0
3300100,-44.319627262,-23.009115935,7.63
3300159,-42.104916654,-21.619421769,65.93
3300209,-42.341096023,-22.877438387,12.1
3300225,-43.101069805,-22.236912003,450.69
3300233,-41.887749468,-22.757763792,10.9
3300258,-42.028335967,-22.96763827,8.8
3300308,-43.828452453,-22.46959629,361.83
3300407,-44.172431373,-22.545301133,391.81
3300456,-43.39962497,-22.764555967,17.9
3300506,-42.417211482,-22.153305228,590.7
3300605,-41.677679794,-21.134497441,90.7
3300704,-42.020074801,-22.88076466,10.9
3300803,-42.663164357,-22.467570872,156.6
3300902,-41.908636004,-21.577276709,43.16
3300936,-41.664010595,-22.182594727,15.08
3300951,-43.217223715,-22.033358938,310.08
3301009,-41.330476491,-21.751898632,12.82
3301108,-42.36597759,-21.981839858,401.22
3301157,-41.613296346,-21.496157356,21.44
3301207,-42.60971764,-21.92931178,347.66
3301306,-42.20421054,-22.479536502,22.47
3301405,-41.867758505,-22.087871526,62.36
3301504,-42.363030537,-22.027776563,495.67
3301603,-42.51509763,-22.058906089,564.7
3301702,-43.309888071,-22.785253249,0
3301801,-43.679476828,-22.543684664,531.17
3301850,-42.978329704,-22.519595794,37.99
3301876,-42.222124542,-22.839056983,7.02
3301900,-42.860343426,-22.745863017,41.12
3302007,-43.775040634,-22.87125076,7.62
3302056,-41.69096476,-21.425103277,35.06
3302106,-42.077729524,-21.670502673,66.17
3302205,-41.886203176,-21.210591084,115.31
3302254,-44.56277199,-22.497014599,411.03
3302270,-43.6537858,-22.644818571,32.93
3302304,-42.131174419,-21.205720835,214.58
3302403,-41.77506428,-22.36870497,7.46
3302452,-42.257073879,-21.990229505,271.8
3302502,-43.040246132,-22.654348757,7.87
3302601,-44.041126545,-22.961711941,6.89
3302700,-42.81982411,-22.91695533,7.51
3302809,-43.721486887,-22.517422601,456.9
3302858,-43.429223763,-22.76808792,20.7
3302908,-43.474676121,-22.455426608,644.4
3303005,-42.198411407,-21.411163299,149.01
3303104,-41.976440313,-21.043756988,183.59
3303203,-43.41660998,-22.807514223,19.13
3303302,-43.075823167,-22.896452385,117.7
3303401,-42.532771262,-22.286461459,856.3
3303500,-43.450345329,-22.759834826,33.69
3303609,-43.709384563,-22.609727162,55.79
3303708,-43.289544464,-22.161981542,289.1
3303807,-44.710858502,-23.219413607,2.81
3303856,-43.424870916,-22.427414633,593.56
3303906,-43.17733657,-22.510598611,829.42
3303955,-44.000354556,-22.515673985,373.95
3304003,-43.899351185,-22.628756909,384.7
3304102,-42.040156358,-20.962607626,195.21
3304110,-44.296900734,-22.43294842,387.46
3304128,-44.262711301,-22.40991866,406.13
3304144,-43.555669547,-22.71743049,33.15
3304151,-41.4725094,-22.106640165,9
3304201,-44.443613422,-22.471183586,400.77
3304300,-42.625997841,-22.711271502,70
3304409,-44.139405637,-22.731726834,458.13
3304508,-43.576432948,-22.17186224,549.96
3304524,-41.936967127,-22.52394118,8.97
3304557,-43.227875124,-22.876652118,11.8
3304607,-42.014444992,-21.96609447,859.38
3304706,-42.177911557,-21.53597712,133.08
3304755,-41.117719728,-21.480138132,17.85
3304805,-41.755592312,-21.643626546,31.05
3304904,-43.032335061,-22.829547313,26.3
3305000,-41.05034814,-21.640457752,8.13
3305109,-43.371884603,-22.8023308,15.55
3305133,-41.941231941,-21.360221109,157.44
3305158,-42.923368301,-22.14973951,610.99
3305208,-42.10352867,-22.837203194,10.63
3305307,-42.130219678,-21.95446341,614.7
3305406,-42.91417536,-21.993955865,214.68
3305505,-42.49669405,-22.931127415,5.72
3305554,-43.701925221,-22.743011068,41.36
3305604,-42.389825927,-22.654330198,14.53
3305703,-42.678625581,-22.05066941,358.19
3305752,-42.721171948,-22.733937434,29.26
3305802,-42.962956713,-22.409004945,931.83
3305901,-42.054815248,-22.061379704,665.68
3306008,-43.211609444,-22.117448,274.13
3306107,-43.704843678,-22.244719431,550.85
3306156,-41.863295388,-20.929297663,808.02
3306206,-43.663874024,-22.409007573,436.1
3306305,-44.093521884,-22.5099676,377.25
3500105,-51.073364749,-21.6883,451.11
3500204,-49.649721425,-21.23272977,425.39
3500303,-46.979693109,-22.05,662.48
3500402,-46.716766709,-21.93,832.91
3500501,-46.631778835,-22.473822036,893.16
3500550,-49.238607767,-22.8691494,606.94
3500600,-47.88397474,-22.597339553,515.23
3500709,-48.990156287,-22.47,601.38
3500758,-47.893588387,-23.553898892,609.65
3500808,-51.412938066,-21.952741123,414
3500907,-49.060110754,-20.52330488,555.86
3501004,-47.373280292,-21.024582644,904.24
3501103,-50.163596796,-21.581689457,502.66
3501152,-47.259056918,-23.533373047,782.16
3501202,-49.9111848,-20.319876247,459.58
3501301,-51.468797273,-22.07777,477.32
3501400,-49.72060902,-22.076374634,614.58
3501509,-49.763033029,-22.445010151,666.51
3501608,-47.330362926,-22.74,550.36
3501707,-48.106604561,-21.73,730.21
3501806,-49.727026837,-20.296401943,449.16
3501905,-46.76508569,-22.699388626,673.42
3502002,-47.660766415,-22.128785499,659.55
3502101,-51.378847794,-20.90146,392.01
3502200,-48.40675961,-23.48,628.2
3502309,-48.12692683,-22.78632093,460.91
3502408,-51.38607442,-22.293237175,469.75
3502507,-45.229429338,-22.84,582.26
3502606,-50.885615706,-20.450845372,423.24
3502705,-48.848659904,-24.51,925.85
3502754,-47.071547636,-23.430040848,710.67
3502804,-50.439226072,-21.2,403.1
3502903,-47.587242938,-23.507319797,625.45
3503000,-47.786013041,-20.089944207,625.03
3503109,-49.050975871,-23.133407115,633.06
3503158,-44.448106556,-22.674798723,518.54
3503208,-48.174439937,-21.79,673.07
3503307,-47.385829527,-22.357086519,635.49
3503356,-50.464910868,-21.773914025,440.99
3503406,-48.920414801,-22.024767499,447
3503505,-44.699432005,-22.582193885,534.09
3503604,-48.665594558,-22.673940449,649.23
3503703,-48.788336564,-21.186127442,590.62
3503802,-47.16430115,-22.57134301,650.22
3503901,-46.3204896,-23.39582674,788.82
3503950,-50.726962671,-20.15818998,403.5
3504008,-50.4175,-22.6628,562.42
3504107,-46.5550625,-23.11,807.98
3504206,-50.553959333,-20.687334899,480.84
3504305,-49.336815041,-22.156772116,489.5
3504404,-49.942697301,-21.46087056,429.49
3504503,-48.923263194,-23103,769.66
3504602,-49.448573709,-20.918563779,529.2
3504701,-49.356473499,-21.901523782,469.65
3504800,-49.57932769,-20.738263778,545.22
3504909,-44.323330128,-22.682615999,449.84
3505005,-49.566063896,-23.627110519,570.63
3505104,-49.953988516,-21.259025921,395.81
3505203,-48.741524771,-22.07,435.44
3505302,-48.563229227,-22491,472.06
3505351,-49.027139136,-24.47142599,773.9
3505401,-48.502343452,-24.759386656,153.95
3505500,-48.567377839,-20.55845,537.66
3505609,-48.162813518,-21191,512.96
3505708,-46.874652886,-23.5,741.56
3505807,-50.734870861,-21921,453.59
3505906,-47.586106726,-20891,865.73
3506003,-49.083000867,-22325,510.08
3506102,-48.477362174,-20.9498,564.73
3506201,-50.811852214,-21.269108021,432.3
3506300,-49.474043484,-23.013553004,698.07
3506359,-46.136538335,-23854,7.71
3506409,-50.48111048,-21.402571135,439.42
3506508,-50.33932851,-21.292392288,414.4
3506607,-46.041212224,-23.571033,778.67
3506706,-48.390596906,-21.992484163,477.6
3506805,-48.520493624,-22.133922545,571.99
3506904,-48.260033058,-23.102519999,568.31
3507001,-47.671473497,-23.281944003,643.45
3507100,-46.466492842,-23.130837428,758.37
3507159,-49.143761922,-24.31826284,965.02
3507209,-50.544880999,-22.270117106,464.72
3507308,-48.779218283,-22.193205654,484.73
3507407,-49.07264024,-21.621537994,414.4
3507456,-48.97159584,-22.567833116,602.88
3507506,-48.441289384,-22888,818.47
3507605,-46.542333373,-22956,865.33
3507704,-50.31816561,-21.501021208,464.4
3507753,-50.1872585,-21.16612849,398.35
3507803,-47.656397956,-20.99014038,863.03
3507902,-48.126833324,-22.28651,643
3508009,-48.597414973,-23.799381418,602.69
3508108,-50.149281252,-21.067039566,399.17
3508207,-47.708860039,-20.193148221,861.39
3508306,-49.332446833,-22.455086958,533.08
3508405,-47.133658373,-23.312674394,656.6
3508504,-45.707730365,-23.10066375,562.24
3508603,-45.010630414,-22.664754376,524.07
3508702,-46.646834878,-21.528738037,804.71
3508801,-49.600354405,-21.809705286,441.6
3508900,-51.235953135,-22.012325256,406.34
3509007,-46.744101417,-23.362116054,763.63
3509106,-51.986892696,-21.829910273,317.4
3509205,-46.882920146,-23.36097138,867.05
3509254,-48.104999809,-24.72636097,34.46
3509304,-48.810122364,-20.879092517,544.67
3509403,-47.30426611,-21274,784.28
3509452,-48.480399019,-23.584076838,609.04
3509502,-47.060156272,-22907,688.98
3509601,-46.763819232,-23.209396429,765.87
3509700,-45.5892017,-22.740091913,1639.15
3509809,-50.001794724,-22.599748999,478.71
3509908,-47.928482814,-25.016908069,7.84
3509957,-45.05697574,-22.690669,524.87
3510005,-50.388393171,-22746,483.63
3510104,-48.63403931,-21.322613582,610.66
3510153,-49.785431954,-23.009837218,500.2
3510203,-48.351434517,-24.0068,705.78
3510302,-47.736118443,-23.469902955,612.48
3510401,-47.502206154,-22.999548914,526.94
3510500,-45.410818382,-23622,3.19
3510609,-46.841445431,-23535,785.3
3510708,-49.914942302,-20.080991509,427.08
3510807,-47.079758204,-21.7779,718.09
3510906,-47.167105877,-21.285000428,881.94
3511003,-51.489407055,-20.872026554,378.45
3511102,-48.975870939,-21139,524.83
3511201,-49.057742152,-21.048579999,507.31
3511300,-49.27284154,-20.904231922,566.04
3511409,-49.16533017,-23.034797499,734.5
3511508,-47.737531325,-23168,574.7
3511607,-47.952110655,-23.224731835,595.21
3511706,-47.775700203,-22.508882412,598.42
3511904,-50.450348692,-21.560310036,461.49
3512001,-48.539738329,-20.718734499,590.2
3512100,-48.687484179,-20.171558843,475.12
3512209,-47.174375742,-22.330076447,591
3512308,-48.009892133,-23.01295808,494.38
3512407,-47.458282925,-22.48170703,660.26
3512506,-50.287295847,-21.35405285,406.21
3512605,-49.318912396,-23.632234981,599.75
3512704,-47.62661013,-22.21899675,601.84
3512803,-47.196770776,-22.645784885,581.63
3512902,-49.778859693,-20.47703465,509.91
3513009,-46.931846327,-23.6,850.24
3513108,-47.73004234,-21.34,794.65
3513207,-47.423806452,-20.402491999,990.53
3513306,-50.793666159,-22.745498928,361
3513405,-44.96173196,-22.57774988,521.92
3513504,-46.420031768,-23.88,6.88
3513603,-44.958026903,-23.074750147,939.59
3513702,-47.620663971,-21.9,688.71
3513801,-46.62338139,-23.68,812.83
3513850,-50.606055988,-20.464412794,398.16
3513900,-46.736869786,-21.661621506,1055.47
3514007,-48.400242719,-21.51480433,569.77
3514106,-48.382675987,-22.36,683.9
3514205,-50.515363084,-20.122870661,466.5
3514304,-48.316235806,-22.113167196,707.05
3514403,-51.53404966,-21.48613,414.17
3514502,-49.40504541,-22.414881375,508.16
3514601,-47.970843449,-21.233325999,624.09
3514700,-50.207006146,-22.42499699,684.99
3514809,-48.10322842,-24.52538661,27.69
3514908,-47.376774239,-23.042536721,572.24
3514924,-49.11083589,-21.164429018,508.3
3514957,-48.832620292,-20.982668054,546.34
3515004,-46.850859993,-23647,791.83
3515103,-46.817108872,-23.831829103,765.89
3515129,-51.480431428,-21.831308978,340.9
3515152,-47.21307973,-22.491189952,629.17
3515186,-46.745514289,-22197,877.59
3515194,-49.429825285,-22.694973492,499.42
3515202,-50.405466847,-20.286082203,486.62
3515301,-51.66417619,-22.490598901,385.64
3515350,-52.59089838,-22.55499692,305.85
3515400,-49.512053376,-23.388960913,505.45
3515509,-50.24874843,-20.2823,538.77
3515608,-48.692273053,-21.267121989,539.12
3515657,-49.519841211,-22.359138319,557.97
3515707,-46.366552671,-23541,766.48
3515806,-51.382300841,-21.676733935,386.7
3515905,-50.145689008,-20.674031227,506.28
3516002,-51.168876466,-21.613427615,449.06
3516101,-50.7248224,-22.90356877,389.77
3516200,-47.402331625,-20.53,996.07
3516309,-46.732526704,-23275,860.8
3516408,-46.727874668,-23.32,747.3
3516507,-50.555460841,-21.528980135,431.76
3516606,-49.5521113,-22.29401924,561.18
3516705,-49.65652993,-22.2107,679.96
3516804,-50.190219732,-20.795239499,420.9
3516853,-48.495459202,-21.840366902,506.55
3516903,-50.361813702,-20.64836931,506.49
3517000,-49.92928357,-21.799830597,489.09
3517109,-50.20841672,-21.379777805,388.49
3517208,-49.79876169,-21.62214299,455.64
3517307,-49.89717775,-21.9109206,481.52
3517406,-48.31447049,-20.32014,517.52
3517505,-49.219145857,-20.796448624,501.65
3517604,-48.527681321,-24182,766.4
3517703,-47.82459295,-20.427557061,576.45
3517802,-51.209106344,-21.032881387,440.21
3517901,-48.944502595,-20.498809212,484.77
3518008,-50.341533881,-20.075705571,503.68
3518107,-49.594821847,-21.895146201,510.2
3518206,-50.642639048,-21.25344,413.24
3518305,-46.041053464,-23.41523301,626.5
3518404,-45.191600128,-22.817425089,544.17
3518503,-48.184538175,-23.373140191,647.56
3518602,-48.234056727,-21.35,613.05
3518701,-46.249034279,-23.99,43.69
3518800,-46.531084085,-23.46,776.35
3518859,-48.03772935,-21.491894653,514.19
3518909,-50.661459504,-20.650168687,446.35
3519006,-50.385521598,-22.00374718,512.19
3519055,-47.059286906,-22.641749624,604.95
3519071,-47.221096609,-22.85,584.89
3519105,-49.016929918,-21.891977602,425.28
3519204,-50.689199932,-21.855061086,497.34
3519253,-49.156179151,-22.871892279,620
3519303,-48.002388208,-21.95,831.18
3519402,-49.23886153,-21.080537499,457.3
3519501,-50.0791253,-22.814542959,477.51
3519600,-48.827694693,-21.757082984,494.43
3519709,-47.220491187,-23652,871.58
3519808,-49.196120191,-20.343505121,458.09
3519907,-51.07741389,-22.663101471,402.82
3520004,-48.557066101,-22.51,493.09
3520103,-47.75106657,-20.03961,609.6
3520202,-46.156314423,-23.2,741.81
3520301,-47.553137408,-24.706954196,4.78
3520400,-45.354056666,-23788,87.18
3520426,-47.554316965,-24.73923994,7.93
3520442,-51.34489065,-20429,376.81
3520509,-47.21230894,-23.08,631.62
3520608,-51.251758513,-22.172093448,468.13
3520707,-50.28898104,-19.977542999,457.14
3520806,-50.964374893,-21.76991199,451.98
3520905,-49.626806978,-23.052912999,577.57
3521002,-47.689893893,-23.35027739,582.03
3521101,-47.719095971,-22.437299502,632
3521150,-49.388142381,-20.66164552,509.93
3521200,-48.589600714,-24.58446017,79.19
3521309,-48.017385038,-20.4414826,549.85
3521408,-47.522246634,-22.583036934,612.84
3521507,-49.408151782,-21.27643717,433.34
3521606,-51.35017273,-21.567476235,426.73
3521705,-49.137133285,-23.85981147,606.99
3521804,-49.081032248,-23.41905,597.91
3521903,-49.054311079,-21.315707058,467.08
3522000,-48.805021736,-21.98467242,509.82
3522109,-46.790991482,-24.186120666,6.47
3522158,-48.842855681,-24.64259423,170.37
3522208,-46.850551966,-23.71,905.95
3522307,-48.046142895,-23587,668.67
3522406,-48.877389159,-23.983437999,690.31
3522505,-46.933372863,-23.54,743.05
3522604,-46.821248011,-22.436005499,648.92
3522653,-49.172165655,-24.571553499,570.51
3522703,-48.813391985,-21.594703994,489.88
3522802,-49.484396312,-23.703499943,545.3
3522901,-48.718874159,-22.232127625,458.5
3523008,-51.509969369,-20.639825775,299.54
3523107,-46.35160314,-23476,762.25
3523206,-49.336119713,-24.1121,734.12
3523305,-47.175726056,-24.29200563,61.1
3523404,-46.837557852,-23.004852999,766.77
3523503,-48.613380269,-23.104273401,839.32
3523602,-47.819884866,-22.253967973,762.11
3523701,-47.219952884,-20.642426529,867.03
3523800,-46.973418654,-21.734901819,687.11
3523909,-47.29974983,-23265,587.3
3524006,-47.055701152,-23.153409626,672.32
3524105,-47.78041565,-20.336287965,609.81
3524204,-48.41344492,-20.687224499,504.2
3524303,-48.320349751,-21.254471499,594.4
3524402,-45.969593204,-23.304880499,572.58
3524501,-49.573344611,-20.884085133,541.93
3524600,-48.004704511,-24.69815028,44.2
3524709,-46.982343466,-22.706781958,571.13
3524808,-50.550356199,-20.267853,480.69
3524907,-45.693655124,-23.256576866,702.43
3525003,-46.905221141,-23.52,755.57
3525102,-47.765352928,-21.02,581.1
3525201,-46.738270935,-23103,794.67
3525300,-48.558141387,-22.2957,526.2
3525409,-47.5887439,-20.312041589,863.3
3525508,-46.27341661,-22.930678218,924.35
3525607,-50.7685353,-22.251046055,553.97
3525706,-49.686282716,-21.05371,444.05
3525805,-49.790794283,-22.013168999,539.64
3525854,-47.798173511,-23.082559999,554.12
3525904,-46.885273967,-23.18,760.1
3526001,-51.43401195,-21.51127574,429.73
3526100,-47.635341967,-24.320703078,25.22
